,Circuit,Computational Time,Best Loss,Loss AUC,k1,k2,n1,n2,theta1,theta2,pc1,pc2,tsne1,tsne2
0,Downstream Activation,10.534406185150146,0.0771442539347872,17.81879648932005,4.563084818209117e-05,0.0006582297875678,1.321756363799575,3.529644423927766,8.80785708699278,5.5857317150286265,1.3134853502791828,4.626334987127439,12.6618395,10.223112
0,Downstream Activation,3.806561946868897,0.0796162431559978,1.6438081349527471,4.264864441298919e-05,0.000603502672758,3.460494650995233,3.924051846730348,4.926406236648078,4.547179363509723,1.7792177839166514,3.727208470666742,13.310035,9.35449
0,Downstream Activation,9.578094244003296,0.063573798534336,11.873898626884827,5.032744749534098e-05,2.253781288191876e-05,3.7766628877110415,2.333086976519228,7.964706833608445,1.003586082239434,-1.3361720045403773,-0.5024138002379177,6.435856,3.7822912
0,Downstream Activation,5.794737100601196,0.0695052233968868,3.001968412544119,3.987476087733003e-05,0.0002640156249866,2.050531240774218,3.384180713671212,6.614924981707053,6.949692931217261,0.0244457281878891,2.237246111013861,7.374048,-0.60129124
0,Downstream Activation,7.701240062713623,0.0618450746811007,10.616226349520476,4.485657902762438e-05,3.423919237932052e-05,2.5300565695459425,1.393886208361243,3.221330705074072,4.709651982059174,-0.9438899475205341,-0.916360215472347,-4.015548,-5.8331556
0,Downstream Activation,7.684102773666382,0.0636073568049591,5.904614987741876,4.156936680040379e-05,3.19055546268724e-05,2.594516405215823,2.638935187195242,2.367270081423169,3.2613141879791,-0.49814331732392203,-0.39583607347459937,-7.3252254,-4.7181854
0,Downstream Activation,3.851241111755371,0.0660834108665786,1.6826588191050675,4.727296220851233e-05,0.0003187542588804,3.719438216263744,3.900118222084047,4.070797943489393,8.7968582536907,0.1339285624986861,2.4529308940770598,5.320966,1.5397549
0,Downstream Activation,7.280768871307373,0.0618234560488166,7.562149253592922,4.306716052665535e-05,5.235891540090713e-05,1.626288228732701,3.646505837563298,9.308995548028076,8.200317826771606,-1.3189431121398671,1.730501168353437,11.690431,-2.9133883
0,Downstream Activation,13.065984010696411,0.0614297970675489,10.80140393582402,4.133758762821013e-05,3.679325400229164e-05,1.8799560963969235,1.942293809210052,1.0409722345394217,8.512818225832337,-0.6142246794098578,-0.27529964065254087,-6.666856,-10.090777
0,Downstream Activation,5.008558988571167,0.0614862790687495,3.134871668031171,4.6646952694959055e-05,3.2168883241073386e-05,2.6180156934069534,1.2811860095650949,7.818815172545666,5.495872053873335,-1.601144517185436,-0.4548966273792073,1.8493782,-0.707479
0,Downstream Activation,10.027334690093994,0.0625118984364525,8.036679125385632,5.027909341977411e-05,3.351156522909329e-05,3.936539882038309,1.4602338414300138,4.444016942956821,3.66983283802245,-1.1309278380299874,-1.103810789032496,-0.13169138,-11.791011
0,Downstream Activation,11.944917917251589,0.0632172527231086,19.66448115467051,5.005584967249288e-05,2.5002188737508304e-05,3.1019510680567954,2.540423054664931,8.261548245251818,1.1859748607150504,-1.31158232464239,-0.1977549134876835,6.624151,3.5185065
0,Downstream Activation,10.000192880630491,0.0631682378122102,4.503887177426657,4.468272214734036e-05,2.7454070280942505e-05,3.310606985966198,3.3239456738046003,6.923355914706681,3.5403512876544694,-1.0791690702628673,0.3790360262588649,5.258855,-6.1621766
0,Downstream Activation,5.091444969177246,0.0616767033998301,2.745454372225471,4.551793565491675e-05,3.821252169112139e-05,1.7259355560649805,2.311429803832046,7.8526307801971456,7.256459847168405,-1.3710737665585697,0.5595072222058828,8.293892,-2.775325
0,Downstream Activation,11.661242723464966,0.0613023887088923,17.782018778316854,4.792043529781772e-05,3.699241632133791e-05,3.6966009590286393,1.1102857572741087,1.4735622203711918,6.554546678727861,-0.917611981632269,-1.2704951759482686,-2.5834234,-11.324007
0,Downstream Activation,7.523691892623901,0.0628087185113347,5.263744213210022,4.750038682232859e-05,2.5806893871194084e-05,3.2150522143693294,1.9223318931204527,4.522706836018417,3.0377921599614712,-0.9989720805399326,-0.7881510512136745,0.48046392,-12.264214
0,Downstream Activation,10.27145290374756,0.061393680574223,6.646310940837429,4.233665840798465e-05,3.9975520514517314e-05,2.426540764886097,1.980043787588164,6.363183036757195,8.488435155349059,-1.3324871105582698,0.22011523581094056,1.1137881,-2.7320457
0,Downstream Activation,5.871208190917969,0.0717694505794168,4.281382360103052,4.2687831872836105e-05,0.0007037399911607,1.7936389501087626,3.68222799710068,3.5217679162472995,7.526595407240017,1.6236670699754303,4.4950864812415325,12.588052,11.057295
0,Downstream Activation,12.884990930557253,0.0619205914671214,9.617656155254164,4.421468677405353e-05,4.53799441240454e-05,2.852178908352493,3.348253523110863,9.982573067473531,8.061081911822079,-1.557440871336244,1.3543727683311184,7.4304047,-7.398611
0,Downstream Activation,7.666507959365845,0.0622535721225645,8.881747284122481,4.487869412236375e-05,3.980722403576285e-05,2.929796142731323,1.0136854083287197,8.359641103021069,3.937406077029429,-1.642444922546769,-0.7362334937041957,2.3310766,0.70910466
0,Downstream Activation,9.306992769241331,0.0623261995347487,5.951131221979317,4.62075386700112e-05,2.9878893251752e-05,1.9150757093227693,2.235763323134045,6.838611117306835,4.995023785528289,-1.2005431522856518,0.09593184861167219,-1.4988947,-3.2518063
0,Downstream Activation,8.526524782180786,0.0638195223532618,8.605446393625874,5.157980770843847e-05,2.2764729868931888e-05,2.923018576885343,3.6356200711319655,2.890716773802629,1.7147219868399997,-0.39707477377890243,-0.00027695370529621746,-9.613894,-4.9258895
0,Downstream Activation,8.588921070098877,0.0622513069908455,6.232073896590468,4.750013624538241e-05,3.097082366732431e-05,3.755152816926624,2.7879345670431297,4.525722992746513,6.317227598560981,-0.9903457271353568,0.02545016809924493,1.8838192,-9.341264
0,Downstream Activation,2.4881389141082764,0.0610321578761524,0.9345963643259088,4.85596978320964e-05,4.078870160390855e-05,3.1302629833330564,1.0684405904911398,0.9612341110599724,9.152680097663469,-0.8611098279860677,-0.9597187449501993,-3.95649,-11.276609
0,Downstream Activation,9.807065725326538,0.0621115737578782,6.520739777420087,4.857633075377984e-05,3.107440432561942e-05,2.523356406681255,2.2999489097642707,5.609870958647742,6.165159723478784,-1.109600101198586,0.030095627435224453,2.832352,-3.9387858
0,Downstream Activation,11.36706519126892,0.0620761770132232,12.980156689146536,4.453723220001108e-05,3.995128197954681e-05,1.312848954084355,3.114176431427892,8.280929004001697,7.212916147790275,-1.233102163114136,1.1796959873356339,10.3010845,-2.767698
0,Downstream Activation,9.841245889663696,0.061069925740413,7.454483746427158,4.800736766169106e-05,3.76502895162346e-05,1.4811719911794217,1.5683591252655942,0.1050205867863203,8.566113900863193,-0.531936521501361,-0.5341006131994012,-7.589034,-10.885353
0,Downstream Activation,3.8509738445281982,0.0628005499458926,2.240700600328265,4.4800583789677175e-05,2.8040615313864228e-05,1.4103902580232983,2.321110949160151,5.122418941044664,3.507930644197938,-0.8720935338922117,-0.1055346208613042,-4.901613,-2.3897862
0,Downstream Activation,5.741841793060303,0.0643854631123452,4.03994599469839,5.6862946813334805e-05,2.542560516992243e-05,3.486653576178002,2.1313049657923617,0.4740869943393567,2.17008490418898,-0.313269867160236,-1.2173703280509198,-2.4677024,-13.828117
0,Downstream Activation,4.491777896881104,0.0612555582060309,2.0254038091877016,4.434382264536999e-05,5.743224180117416e-05,2.532619892560484,2.807303483720188,1.8550269329895213,9.165113588623942,-0.6105232148817908,0.40434933774142745,-5.363162,-8.141649
0,Downstream Activation,8.970252990722656,0.0616503521463176,9.295373002199158,4.14073018390159e-05,3.0264389520964183e-05,3.9804370878774926,1.5904130973088817,5.641394885042775,7.557279722777244,-1.4189659067682994,-0.5089476531509105,-0.8750697,-10.370879
0,Downstream Activation,7.093736886978149,0.0651652923309532,6.06416235680571,6.125314155340888e-05,2.583990516284142e-05,1.9684259306451808,1.6379284353746206,0.7098264882925838,0.1316039651764001,-0.1929535024328758,-1.4498957922726095,5.4724355,8.12691
0,Downstream Activation,8.909806966781616,0.0631396647717164,9.248455069969584,5.199581120549976e-05,2.579899862286282e-05,1.7766567762323824,1.4417583374770766,1.7341149330763126,1.9990996379592896,-0.5445205607969641,-1.2403057927351682,4.9249983,7.940262
0,Downstream Activation,7.220889091491699,0.0638740872210248,5.79197983650363,4.372080512061377e-05,2.125602948718629e-05,3.7010369590249943,2.170718667194444,1.0019644039541808,2.2930513698059443,-0.47107502638082643,-1.1751513098742947,-2.3599539,-13.83583
0,Downstream Activation,10.53730297088623,0.0614306843583496,16.827215730624562,4.87568075750792e-05,4.1091533237142745e-05,2.268008968917304,1.258738944421557,8.274840244026885,7.507707658339669,-1.6446034386342216,-0.1040478230473149,1.003876,-1.6472963
0,Downstream Activation,5.520730257034302,0.0614535544666044,4.818210913932145,4.7549731168030745e-05,3.104432557611442e-05,3.004729745047982,1.9015602818009416,2.742930374399764,7.830082646285946,-0.9209736414121741,-0.42435711972035345,-3.9494717,-9.811429
0,Downstream Activation,6.381109952926636,0.0611372246268238,8.870369611890697,4.309946858951757e-05,5.807275934564988e-05,1.1759566163388826,2.9940652305149595,4.490174588521192,9.3850023351923,-0.8213749684962662,1.0535447304074859,0.15873206,-7.1844234
0,Downstream Activation,7.0296666622161865,0.063378735870326,4.373605550825336,4.4036679533982445e-05,2.3701499383945087e-05,2.6184032084625115,3.215819035721102,9.9417579359776,3.765537707526964,-1.4234449039279229,0.7512878702407674,9.75508,-7.2330356
0,Downstream Activation,8.169806718826294,0.0625374321981113,13.218321600047563,4.656425238463477e-05,2.6978078100691887e-05,1.8677830652529004,1.7125190150724705,6.5529145679674645,3.1285393584040406,-1.2027644724952933,-0.4611150628245118,-3.5557508,-2.83086
0,Downstream Activation,4.923185348510742,0.070235090871401,4.574069039102661,4.356566608270621e-05,0.0006963877827825,1.2117676888843782,3.657309727935652,1.655763479381503,8.315399666007117,1.7628701393021815,4.419194328873643,12.41681,11.416837
0,Downstream Activation,14.942575216293337,0.0628061286951415,22.471013115422156,4.120245573335007e-05,4.9688580938688935e-05,2.060264241562132,1.9430427157910604,8.250715681217926,6.351903359569596,-1.3900108220339649,0.2912725183525268,2.072624,-2.177957
0,Downstream Activation,5.11303186416626,0.0632640118318853,4.8408618579348905,4.970480610486408e-05,2.969061983643256e-05,1.6554531702856905,2.3314517354128714,0.7776760478888133,0.081746060347356,-0.23064776741525897,-0.9488111903251515,-7.8689322,-2.338843
0,Downstream Activation,2.8222079277038574,0.0617297980702162,0.9543060880066072,4.448321913558484e-05,3.1054387475867816e-05,2.5234783758534145,2.431590384916139,0.7747089471027248,7.430181000804745,-0.5237310894496979,-0.2559960603362619,-5.5357084,-8.779543
0,Downstream Activation,9.875455856323242,0.0637460915289673,20.58544776712227,5.533877555497484e-05,2.441578354729709e-05,2.498027193275776,1.0847236383477985,7.551272091813024,1.6472796080559802,-1.3527174712115342,-1.0234654968414885,3.0094428,9.9217005
0,Downstream Activation,8.692617177963257,0.0618073470281346,8.908805884853319,5.03343019585541e-05,3.1589602015071934e-05,1.5933912833869472,1.5628760269698627,1.2434298316328334,6.176321682336993,-0.6040389741120387,-0.7200511634473915,-8.378855,-9.978273
0,Downstream Activation,5.930166006088257,0.0614002199776555,5.889161817237265,4.624224155476845e-05,4.554305119880147e-05,1.6466423445299851,2.836514771859828,3.775523354189846,9.034634351171013,-0.7882071964072044,0.6980490902032656,-0.09334061,-7.0559993
0,Downstream Activation,3.600130081176758,0.0634768637004501,2.1296615684346265,4.835028667329012e-05,2.952629791707991e-05,2.843352038554403,3.6846599324200295,0.5244226552912322,3.577601150023468,-0.12453782585380706,0.03085278429454415,-8.957313,-5.6756268
0,Downstream Activation,7.981073379516602,0.0630817124234766,10.689023035274092,4.6055590302658485e-05,2.405779782056776e-05,2.089973716576909,2.1834190116213548,3.4240900752092984,1.8965462885980424,-0.6916978567876131,-0.6745212447661869,-6.187417,-3.4672167
0,Downstream Activation,1.7009289264678955,0.0620574798172771,0.6221075550115331,4.166068628504037e-05,4.088780313922667e-05,1.4749769970030724,1.9632135591935,0.4007896235779936,6.957409028947692,-0.41313736117465455,-0.3989031816972889,-7.613483,-9.949351
0,Downstream Activation,8.001440048217773,0.0614365751718164,6.268095583548226,4.40141153345448e-05,7.91301842068112e-05,1.0971980588557733,3.869002324941246,0.2689979166548493,9.430287539776868,-0.06444386348900077,1.2846818825042838,-12.108477,-3.2464929
0,Downstream Activation,6.077317953109741,0.061732296483178,4.910198219110241,4.446298453715645e-05,3.1210551631217614e-05,2.084829497530278,1.365577455507145,3.959929773944377,4.788892345698777,-1.0237162410524052,-0.7884162251139065,-4.1121125,-5.0278125
0,Downstream Activation,7.138816833496094,0.0948237544490134,13.18959283963833,4.666949008767235e-05,0.0006987707504953,1.3498695098297715,1.3312212928126748,9.175380451503056,6.760473497292869,2.3729720870323443,3.762661068221917,11.520796,10.043272
0,Downstream Activation,10.75221824645996,0.0627715826200575,25.922693386520987,4.548893904782765e-05,2.7095165687720302e-05,3.5761829073835987,2.9865679533520746,5.95825840620731,0.2381131540348983,-1.0105767732719004,-0.33136965610874985,7.5601344,3.0146632
0,Downstream Activation,4.832304954528809,0.062074226139968,3.431832043363311,4.871050802026101e-05,3.4163527314926666e-05,1.495192376798755,3.070924621494419,7.044275506153245,7.228728802752833,-1.1001539847535782,0.9609936152830877,9.528479,-2.4310243
0,Downstream Activation,9.44668197631836,0.064025409643219,20.60763323606266,4.085577608278991e-05,3.253000853838477e-05,2.0660965966989417,1.0749693173310453,8.618918400743107,0.3483635975594694,-1.427044216505663,-0.9248763039329849,2.5975373,10.55495
0,Downstream Activation,1.4676580429077148,0.0869626419128805,0.4348754631911562,4.442862347306117e-05,0.0006266087303082,1.137292313556833,2.8091536753657977,2.313730014427741,4.1373189007164255,2.7683445963990176,3.2929842781727636,11.621981,9.923592
0,Downstream Activation,9.613770961761476,0.0613972231769103,13.213572370148544,4.974791337988111e-05,4.050040363386855e-05,3.060892953328281,1.5673783573358495,1.123042593734935,8.19696495246101,-0.7538517956119272,-0.7236536402979078,-3.9967291,-10.586869
0,Downstream Activation,7.230926990509033,0.0629394035668006,4.816849326939418,4.3390596037618366e-05,4.280840426988237e-05,2.5049883612618595,3.730186516478224,4.6171587758456845,6.431797109499769,-0.6818658078375255,0.9146171306040876,3.3087664,-6.3667026
0,Downstream Activation,8.816083192825317,0.0635168253120039,7.444489067468461,4.1562021070577865e-05,2.704853537113076e-05,1.0628411932580353,3.874303084636768,4.13679827201112,3.0007687157526166,-0.41959738510380784,0.761733593155892,11.508208,1.1456585
0,Downstream Activation,8.120345830917358,0.0629298545696107,12.64809009625965,4.925827300803208e-05,2.574865848480587e-05,3.1748277550441104,3.74344409193496,6.9694815763432665,0.422292204924191,-0.974829828280992,0.32109038485351094,6.454779,-5.569837
0,Downstream Activation,6.441736936569214,0.061368682360772,8.311463995733389,4.443762382669483e-05,6.35089805967878e-05,3.51672557658071,3.819163009264287,4.925963393839103,8.89520988968487,-0.9037876350078005,1.1841015723278985,-9.550841,0.09225603
0,Downstream Activation,4.314877271652222,0.0625098937451832,2.444805538496245,4.335421427479749e-05,3.2248758388117056e-05,2.5607113493644147,2.926684683738098,1.233466213603763,5.775430179514615,-0.4230037141550767,-0.07106412992621707,-7.0099506,-6.5802407
0,Downstream Activation,10.619756698608398,0.0616794098636496,17.725898971928718,4.445401193067446e-05,2.940727235978465e-05,3.434907673519269,1.5357440014690331,6.399027253900195,5.962500048683296,-1.449156011041119,-0.5465795819891882,-0.019896325,-10.192311
0,Downstream Activation,8.60266900062561,0.0635861955502708,9.090462518715173,4.4328333238362495e-05,3.032819493602956e-05,2.2046618899874613,3.4235529375674743,1.8046005401702447,1.1573874959480552,-0.23897844059245874,-0.13608984075928,-8.885516,-4.195092
0,Downstream Activation,6.579942226409912,0.0612011896496513,8.100283125953565,4.77010165893011e-05,3.217810041138895e-05,1.1581506711878444,1.187181966768326,4.273582306652179,7.124574229702274,-1.0820449669559131,-0.46118039330313476,-10.061121,-10.307048
0,Downstream Activation,10.000787019729614,0.0624000028771026,16.302152775515403,4.611807622593444e-05,3.0238168097124583e-05,2.920030700664176,2.4851083010764854,6.216099252594689,5.228602024856754,-1.1623298010062002,0.040238872936851536,3.7254188,-4.443762
0,Downstream Activation,4.818674087524414,0.0628754726681432,6.164167952746328,4.386525485342291e-05,2.79767723990614e-05,1.880076409379117,1.5638817635080775,6.955267700559045,1.2925100029778631,-1.2285351802739253,-0.698008018597981,1.9631572,11.025722
0,Downstream Activation,1.0977442264556885,0.0641503758557634,0.3207518792788171,4.099130879239945e-05,3.5600598168544046e-05,2.1763452065700157,3.5887636512087675,8.772949047215269,4.279767229937094,-1.1058533225747074,1.060949571621087,10.146074,-6.3564086
0,Downstream Activation,1.969108819961548,0.0644753576331989,0.6853331935011089,4.055036830572432e-05,0.0002373997600889,3.8909230909730415,3.9623028451685984,3.329664325876716,9.75998045014114,-0.1064286351054464,2.060467444231921,5.224567,1.542828
0,Downstream Activation,4.749952077865601,0.0628492102953903,3.2332975676788207,4.7472434943365614e-05,2.399617074341917e-05,3.4231343629245914,3.544648345897846,0.3506572703964001,0.3489825754548458,-0.18711080396838917,-0.5482462762980891,-10.582263,-5.528761
0,Downstream Activation,8.084144830703735,0.0625144138357598,13.967908661785156,4.766498375377919e-05,4.091618032494309e-05,2.885717614527657,3.620958946532799,0.4331959302729261,6.862320068620419,-0.22672793309386033,0.3756814143224929,-7.976245,-6.8026853
0,Downstream Activation,7.246769905090332,0.0616883097906134,12.595048983857687,4.1742674614272046e-05,3.392819467711632e-05,1.7339479122026724,2.338058693726679,8.653951367110059,7.844894967487696,-1.4957957400394413,0.7016879390633015,8.568504,-2.7699034
0,Downstream Activation,8.878476858139038,0.062820803411687,15.111556960254577,4.4597358763969806e-05,2.763568888653993e-05,1.2804768659465309,1.9068886238138172,6.052038333481417,0.1543363306120592,-0.9954024899497733,-0.6003703992640594,0.8403548,11.530388
0,Downstream Activation,6.105942964553833,0.0672077242839621,7.928012720282147,5.030080718236768e-05,0.0005025219718193,1.6850777490167754,3.887127412646509,9.557177025312404,9.36984919374794,0.08133931830469138,4.381598875877618,13.340965,10.752145
0,Downstream Activation,8.455045938491821,0.0610429055109236,10.38198034339115,4.474090244223173e-05,3.627573372116292e-05,1.232806233084435,1.890948151707885,0.3143820855749825,8.80761062032478,-0.5034023305742383,-0.24885957959450164,-7.3880672,-10.803553
0,Downstream Activation,4.887231111526489,0.0886868708078593,6.467369702521133,5.435637529996074e-05,0.0003463825731047,1.6074498922629794,2.575362692583759,3.417731762144516,3.2780414089435643,2.1071696350695643,1.6445374436079332,11.160751,9.227281
0,Downstream Activation,6.953280925750732,0.0803289792254993,6.2441416736651085,4.161892511579466e-05,0.0005458853352837,2.669791210701338,3.7539941410886,8.889321546065753,4.387587204716344,1.238471120985586,3.8606726463208276,12.853711,9.336205
0,Downstream Activation,4.4715001583099365,0.0608400599564508,3.769493194006141,4.730295833786851e-05,3.807632322606463e-05,2.3204443850884724,1.5552815815787022,6.4235020154915405,9.590958989855414,-1.451025980803487,0.08037130636415589,0.4058114,-2.3799522
0,Downstream Activation,7.310638189315796,0.0623418696527795,10.184583390008182,4.781075953953393e-05,2.7865367338081023e-05,1.6038498319287822,1.7730968248339811,4.052945931422014,4.282431164838075,-0.8773672536285445,-0.5137532169594955,-4.5388756,-3.6750076
0,Downstream Activation,13.69436001777649,0.0615155405994976,20.468555001734597,4.8697491484832295e-05,4.28321079602151e-05,2.597763375575751,1.9223572703058465,1.655824048070329,8.252684901570657,-0.7172305474428622,-0.34939335318788733,-4.9147606,-9.640019
0,Downstream Activation,8.37540888786316,0.0617775762878658,12.824178846407236,4.2060538705558894e-05,4.975609562100535e-05,1.0552147432870345,2.513331667542694,9.763679159840253,8.319487949678429,-1.5197216189195693,1.1745728948620533,10.393841,-1.6964883
0,Downstream Activation,3.904974937438965,0.062619374957078,1.8777920351647768,4.869573250406435e-05,2.7672757852884765e-05,3.8966240667996073,1.9792477946599327,6.338152290326297,4.003187812122699,-1.303145594537646,-0.5716486555007003,0.79828596,-11.116891
0,Downstream Activation,9.307755947113035,0.0621861323858761,6.838213181899857,4.947603741657068e-05,3.15955785715812e-05,3.6176604264205214,2.9670022997970897,8.434357526126819,7.21199694865202,-1.4671013505626946,0.6619386657279691,6.1813865,-7.674449
0,Downstream Activation,11.703964948654177,0.061279594241276,19.058517923923787,4.460553080455596e-05,3.420565193439827e-05,3.769383523762717,1.6594321328132202,2.876559437265505,7.408139149291562,-1.0461235490751506,-0.7184672961860405,-2.0850186,-10.738516
0,Downstream Activation,8.46454906463623,0.0624742099075916,6.76042814731171,4.376458318780138e-05,3.7725642795268994e-05,2.925718159924596,2.28141258409376,9.550689889799749,5.5356339678446655,-1.6112055583502078,0.3338695628597895,3.562146,-1.429819
0,Downstream Activation,11.210558891296388,0.0640812914878712,9.94136307310496,5.366068302859021e-05,3.203451517447609e-05,2.278160690771991,3.4287681022026804,1.8490701896425132,4.29366574707564,-0.23490114400045697,0.19575289164735304,-7.9570837,-5.3657146
0,Downstream Activation,6.903897047042847,0.0623134719133373,5.545229919889604,4.490336681360201e-05,3.75006906846837e-05,1.2322006649324349,1.593906833768823,6.931866702567122,4.642085954711386,-1.237586027193007,-0.17110322089868943,-2.7397065,-2.2772968
0,Downstream Activation,4.589345932006836,0.0619827911566863,3.938070726464845,4.920256585126117e-05,4.2107174256433774e-05,2.77313877627081,2.043901566910383,3.1696106430595923,7.132745625333047,-0.8552138421768319,-0.2665731482546015,-4.1475763,-9.210476
0,Downstream Activation,7.855453252792358,0.0646633602473625,15.2656420932861,5.947635656785821e-05,2.536525814498007e-05,3.726003141656068,1.0937108246185985,4.841941567069626,0.0807106197357979,-0.9992637829877947,-1.668633300642536,1.5692112,-13.293358
0,Downstream Activation,6.355292797088623,0.0638810565545292,5.574648196833794,4.53963416411966e-05,2.0956697743424437e-05,3.878130021718664,3.396928449987282,0.4805527737928893,1.5724336123068423,-0.21342378606693826,-0.5807058207290999,-4.4082704,-13.893481
0,Downstream Activation,6.345432758331299,0.0620679935211438,4.702776526604747,4.358568140202024e-05,3.337301338266421e-05,1.9884311522630496,2.702186056003192,5.128652320263052,6.614178790496391,-0.9558269913581598,0.3844977387369376,2.807331,-4.7324486
0,Downstream Activation,7.793068170547485,0.0820770260752255,12.411632409365392,4.076701075071792e-05,0.0004602671447545,2.127477905268684,3.9647973426611647,9.6781194709782,3.7743443930038687,1.1718362599394452,3.6715652924886135,12.543401,9.285585
0,Downstream Activation,3.06193208694458,0.0620645254712057,1.5857282078106791,4.422341948812088e-05,3.899490714829533e-05,1.4188392451351195,2.3150969656729483,1.7980185936550834,6.514892760132418,-0.5251538583503417,-0.08541029824329635,-7.5569763,-9.207876
0,Downstream Activation,2.96743392944336,0.0626149443162473,1.8540308012979487,5.229378706584434e-05,2.7549598528189125e-05,3.700537893078847,1.5766791580883712,3.49473444458551,4.9005427952284,-0.9899853192458199,-0.9913257854453215,-0.83362144,-11.593518
0,Downstream Activation,6.261675834655762,0.0611613985451488,9.73293776306531,4.535740567264595e-05,3.327784971365268e-05,1.0757021232703587,1.1049214396103657,4.134060074665802,6.654626194297308,-1.0686325751222752,-0.5547213785641697,-10.0767765,-10.329756
0,Downstream Activation,10.184152126312256,0.0631980600136654,8.918251618128128,4.530871834487685e-05,2.8945953721282743e-05,1.914489556309993,2.852624387402781,1.573135674858435,2.924362845849938,-0.3315480542182884,-0.2869548311720809,-7.389317,-3.7215135
0,Downstream Activation,6.250197172164917,0.0626445765668193,6.205843424549878,5.039851805108418e-05,3.4125950684025944e-05,3.089252375988522,2.1902749376406025,0.8067485749093061,5.055964037437725,-0.486949430252369,-0.7337485827400969,-3.1651597,-9.117063
0,Downstream Activation,9.621867895126345,0.0633811973842078,25.599844070297177,5.1533430313954645e-05,2.3246502769380267e-05,3.0731132064887703,1.4644348669415492,7.711168595810696,0.3113917951742052,-1.3810504894647229,-1.0176216314677575,5.259854,4.5125456
0,Downstream Activation,6.247855186462402,0.0620206930008559,4.427966383186982,4.536263600923313e-05,3.328738060468698e-05,1.7459350424068856,2.547676012318849,9.51071073369028,6.376738896929573,-1.5205324424550597,0.7583964060794817,8.942923,-3.5673363
